division	gender	conference	state	city	abbreviation	name	website	twitter	instagram	facebook	map
d1  	men  	IL       	NY	New York           	CU           	Columbia University                                       	https://gocolumbialions.com/sports/mens-tennis	ColumbiaMTennis	columbiamtennis	ColumbiaMensTennis	https://goo.gl/maps/31Eap2y2wqQPBD1j7
d1  	men  	IL       	NY	Ithaca             	             	Cornell University                                        	https://cornellbigred.com/sports/mens-tennis	CornellMTennis	cornellmtennis	cornellmenstennis	https://goo.gl/maps/dMU3subBqf1Hi6jr8
d1  	men  	IL       	NH	Hanover            	             	Dartmouth College                                         	https://dartmouthsports.com/sports/mens-tennis	DartMensTennis	dartmouth_mens_tennis	dartmtennis	https://goo.gl/maps/diL2qc8cMS2JKDUA7
d1  	men  	IL       	MA	Cambridge          	HU           	Harvard University                                        	https://www.gocrimson.com/sports/mten/index	HarvardMTennis	harvardmenstennis	harvardmenstennis	https://goo.gl/maps/Q5ef3AzRhHKQNXsA6
d1  	men  	IL       	PA	Philadelphia       	Penn         	University of Pennsylvania                                	https://pennathletics.com/sports/mens-tennis	PennMensTennis	pennmenstennis	Pennmenstennis	https://goo.gl/maps/4G2oSFURzm7mBpw78
d1  	men  	IL       	NJ	Princeton          	PU           	Princeton University                                      	https://goprincetontigers.com/sports/mens-tennis	ptonmenstennis	princetonmenstennis	PrincetonMT	https://goo.gl/maps/s3BK1Pzd5DbewGJD6
d1  	men  	IL       	CT	New Heaven         	YU           	Yale University                                           	https://yalebulldogs.com/sports/mens-tennis	YaleMTennis	yalemtennis	YaleMTennis	https://goo.gl/maps/9W1wuCmHzL5LVS328
d1  	men  	MAAC     	CT	Fairfield          	FU           	Fairfield University                                      	https://fairfieldstags.com/sports/mens-tennis	stagstennis	stagstennis	FairfieldMensTennis	https://goo.gl/maps/oEsUboGNxgKt5P1s5
d1  	men  	MAAC     	NY	Poughkeepsie       	MC           	Marist College                                            	https://goredfoxes.com/sports/mens-tennis	MaristTennis	maristtennis	MaristTennis	https://goo.gl/maps/GvnfpHBFZjECk9FR9
d1  	men  	MAAC     	NJ	West Long Branch   	MU           	Monmouth University                                       	https://monmouthhawks.com/sports/mens-tennis	MUMtennis	monmouthmenstennis	MonmouthUniversityMensTennis	https://goo.gl/maps/FxxyELZB7gUSYLCP6
d1  	men  	MAAC     	NY	Niagara Falls      	NU           	Niagara University                                        	https://purpleeagles.com/sports/mens-tennis	NiagaraMTN	niagaramtn	NiagaraTennis	https://goo.gl/maps/yBNMLqaguMSCxYuq9
d1  	men  	MAAC     	CT	Hamden             	QU           	Quinnipiac University                                     	https://gobobcats.com/sports/mens-tennis	QU_MTEN	qu_mten	QUBobcats.Tennis	https://goo.gl/maps/2Je3Xi3pEhKpJuud6
d1  	men  	MAAC     	NJ	Lawrenceville      	RU           	Rider University                                          	https://gobroncs.com/sports/mens-tennis	RUBroncsTennis	riderbroncstennis	riderbroncstennis	https://goo.gl/maps/iXF9kiFGF241WZc36
d1  	men  	MAAC     	NY	Loudonville        	SC           	Siena College                                             	https://sienasaints.com/sports/mens-tennis	SienaMTennis	sienamtennis	SienaMensTennis	https://goo.gl/maps/BpdDbiWpr42B9X4TA
d1  	men  	MAC      	IN	Muncie             	BSU          	Ball State University                                     	https://ballstatesports.com/sports/mens-tennis	BallStateMTNS	ballstatemtns	Ball-State-Mens-Tennis-166728782780	https://goo.gl/maps/8sSmSjSuWYCR4Sx97
d1  	men  	MAC      	NY	Vestal             	BU           	Binghamton University                                     	https://bubearcats.com/sports/mens-tennis	Bingmentennis	binghamtonmten	bingmentennis	https://goo.gl/maps/zz4J2vpZ5tz8nCQN7
d1  	men  	MAC      	NY	Buffalo            	UB           	University of Buffalo                                     	https://ubbulls.com/sports/mens-tennis	UBmenstennis	ubmenstennis	UBmenstennis	https://goo.gl/maps/nyygMEhbTpj8RW4g6
d1  	men  	MAC      	IL	DeKalb             	NIU          	Northern Illinois University                              	https://niuhuskies.com/sports/mens-tennis	NIUMensTennis	niu_menstennis	niumens10s	https://goo.gl/maps/6DAqd5jLvfyFuvbg9
d1  	men  	MAC      	OH	Toledo             	UT           	University of Toledo                                      	https://utrockets.com/sports/mens-tennis	ToledoMTennis	toledomtennis	toledomtennis	https://goo.gl/maps/DLYBC2paAkyoVQ3k8
d1  	men  	MAC      	MI	Kalamazoo          	WMU          	Western Michigan University                               	https://wmubroncos.com/sports/mens-tennis	WMUMensTennis	wmu_mtennis	WmuBroncosMensTennis	https://goo.gl/maps/iXkv7p1RYjkn7M3J7
d1  	men  	MEAC     	FL	Daytona Beach      	BCU          	Bethune Cookman University                                	https://bcuathletics.com/sports/mens-tennis	CatsTennis	bcu_tennis	B-CU-Mens-Tennis-Team-129497995801	https://goo.gl/maps/GVXMNHYSxBQd4SNn8
d1  	men  	MEAC     	MD	Baltimore          	CSC          	Coppin State University                                   	https://coppinstatesports.com/sports/mens-tennis	coppin_tennis	coppin_tennis	CoppinSports	https://goo.gl/maps/wwRmt7mnxMaAtFmg8
d1  	men  	MEAC     	DC	Washington         	HU           	Howard University                                         	https://hubison.com/sports/mens-tennis	HUBisonTennis	hubisontennis	hubisontennis	https://goo.gl/maps/MpwzzXbEpBvRe66v8
d1  	men  	MEAC     	MD	Baltimore          	MSU          	Morgan State University                                   	https://morganstatebears.com/sports/mens-tennis	MorganStBears	morganstatetennis_	Morgan-State-University-Mens-Tennis-182550585264608	https://goo.gl/maps/zrmexmo83FshVdus7
d1  	men  	MEAC     	NC	Greensboro         	NCAT         	North Carolina Agricultural and Technical State University	https://ncataggies.com/sports/mens-tennis	NCATAGGIES	ncatathletics	ncatathletics	https://goo.gl/maps/sEa14MzaKK5dTsH66
d1  	men  	MEAC     	NC	Durham             	NCCU         	North Carolina Central University                         	https://nccueaglepride.com/sports/mens-tennis	NCCUMT	nccumt	NCCUMTennis	https://goo.gl/maps/sideqYcm7U3xfdxL9
d1  	men  	MEAC     	VA	Norfolk            	NSU          	Norfolk State University                                  	https://nsuspartans.com/sports/mens-tennis	NSUSpartans	nsutennis	Norfolk-State-Spartan-Tennis-113842168670919	https://goo.gl/maps/h3tr4NxS37xYFJmi9
d1  	men  	MEAC     	SC	Orangeburg         	SCSU         	South Carolina State University                           	https://www.scsuathletics.com/index.aspx?path=mten	SCStateAthletic	scstateathletics	SCStateAthletics	https://goo.gl/maps/HJZ1aQjx6aC7MCWi6
d1  	men  	MWC      	CO	Colorado Springs   	AFA          	United States Air Force Academy                           	https://goairforcefalcons.com/sports/mens-tennis	af_falcons	af_mtennis	AF.MTennis54	https://goo.gl/maps/cgfkXvNC9eihz6op7
d1  	men  	MWC      	ID	Boise              	BSU          	Boise State University                                    	https://broncosports.com/sports/mens-tennis	BroncoSportsMTN	boisestatemenstennis	boisestatemtn	https://goo.gl/maps/jKbrG5vrUEfNyUpT6
d1  	men  	MWC      	CA	Fresno             	FSU          	Fresno State University                                   	https://gobulldogs.com/sports/mens-tennis	FresnoStateMTEN	fresnostatemtennis	Fresno-State-Mens-Tennis-290877373822	https://goo.gl/maps/HMcKyHvhZ5V6uxFo8
d1  	men  	MWC      	NV	Reno               	UNR          	University of Nevada, Reno                                	https://nevadawolfpack.com/sports/mens-tennis	WolfPackMTennis	nevadawolfpack	NevadaMTennis	https://goo.gl/maps/DRJbbcHQkazXRhvu8
d1  	men  	MWC      	NM	Albuquerque        	UNM          	University of New Mexico                                  	https://golobos.com/index.aspx?path=mten	UNMLoboMTennis	unmlobomtennis	UNM.Men.Tennis	https://goo.gl/maps/n7CEg5FVS3o9nkKF8
d1  	men  	MWC      	CA	San Diego          	SDSU         	San Diego State University                                	https://goaztecs.com/sports/mens-tennis	AztecMTennis	sdsumenstennis	pages/category/Tennis-Court/San-Diego-State-Mens-Tennis-Team-129660570442981	https://goo.gl/maps/vQQ6VQMTJFp5RMhv8
d1  	men  	MWC      	NV	Las Vegas          	UNLV         	University of Nevada, Las Vegas                           	https://unlvrebels.com/sports/mens-tennis	Unlv_MensTennis	unlvmenstennis	unlvtennis	https://goo.gl/maps/TucYGKyYAqq2UAZz9
d1  	men  	MWC      	UT	Logan              	USU          	Utah State University                                     	https://utahstateaggies.com/sports/mens-tennis	USUMensTennis	usumenstennis	UtahStateMensTennis	https://goo.gl/maps/CqVdbhMFDui7QmKR6
d1  	men  	NEC      	RI	Smithfield         	BU           	Bryant University                                         	https://www.bryantbulldogs.com/sports/mten/index	BryantMTennis	bryantmtennis	Bryant-Mens-Tennis-1032393753599819/about	https://goo.gl/maps/xDtnMyx8mECRaVaF9
d1  	men  	NEC      	NJ	Teaneck            	FDU          	Fairleigh Dickinson University                            	https://fduknights.com/sports/mens-tennis	fduknightsten	fduknights_tennis	search/top	https://goo.gl/maps/jCd5ipdaC9cAoXqh9
d1  	men  	NEC      	NY	Brooklyn           	LIU          	Long Island University, Brooklyn                          	https://www.liuathletics.com/sports/MTEN?path=MTEN	LIUAthletics	LIUMTennis	LIUAthletics	https://goo.gl/maps/z45ENf2JQCUUQiej6
d1  	men  	NEC      	MA	North Andover      	MC           	Merrimack College                                         	https://merrimackathletics.com/sports/mens-tennis	MerrimackTEN	merrimackmten	merrimackcollegetennis	https://goo.gl/maps/Ywc3noRxmZWKweyr9
d1  	men  	NEC      	MD	Emmitsburg         	The Mount    	Mount Saint Mary's University                             	https://www.mountathletics.com/sports/mten/index	mountathletics	mountathletics	MountAthletics	https://goo.gl/maps/YdjZUX9kb5TSkxwA6
d1  	men  	NEC      	CT	Fairfield          	SHU          	Sacred Heart University                                   	https://www.shubigred.com/sports/m-tennis/index	SHUBigRed	shutnns	SHU-Pioneers-Mens-and-Womens-Tennis-108655249194692	https://goo.gl/maps/LYWZd8NTnB8RjFhY8
d1  	men  	NEC      	NY	Brooklyn Heights   	SFC          	Saint Francis College                                     	https://sfcathletics.com/sports/mens-tennis	SFBKTerriers	sfbkterriers	St-Francis-College-Tennis-1140379945992624	https://goo.gl/maps/pYRZck5AViWZhKZR6
d1  	men  	NEC      	PA	Loretto            	SFU          	Saint Francis University                                  	https://sfuathletics.com/sports/mens-tennis	RedFlashTennis	sfuathletics	redflashtennismen	https://goo.gl/maps/D3tjwELg6VrFv5jU9
d1  	men  	NEC      	NY	Staten Island      	WC           	Wagner College                                            	https://wagnerathletics.com/sports/mens-tennis	Wagner_MTennis	wagnermenstennis	wagner.menstennis	https://goo.gl/maps/9rHVMvxVykARpuRj6
d1  	men  	OVC      	TN	Clarksville        	APSU         	Austin Peay State University                              	https://letsgopeay.com/sports/mens-tennis	AustinPeayMTN	austinpeaytennis	letsgopeay	https://goo.gl/maps/y76KZ29WCShaj6tS9
d1  	men  	OVC      	TN	Nashville          	BU           	Belmont University                                        	https://www.belmontbruins.com/sports/m-tennis/index	BelmontTennis	belmontmenstennis	BelmontBruins	https://goo.gl/maps/jeL5JsNMzQkHrdvu5
d1  	men  	OVC      	IL	Charleston         	EIU          	Eastern Illinois University                               	https://eiupanthers.com/sports/mens-tennis	eiutennis	eiu_tennis	EIUTennis	https://goo.gl/maps/yzaN1bTbCmBeGhDXA
d1  	men  	OVC      	AL	Jacksonville       	JSU          	Jacksonville State University                             	https://jsugamecocksports.com/sports/mens-tennis	JSUGamecocksTN	jsumenstennis	JSUTennis	https://goo.gl/maps/v2PBkvWRL9F3wzxD6
d1  	men  	OVC      	TN	Nashville          	TSU          	Tennessee State University                                	https://www.tsutigers.com/mtennis	TSUTennis	tsu_tennis	tsutigers	https://goo.gl/maps/vi6mngLgA3iZEJtk6
d1  	men  	OVC      	TN	Cookeville         	TTU          	Tennessee Technological University                        	https://www.ttusports.com/sports/mten/index	TTUGoldenEagles	ttutennis	ttumenstennis	https://goo.gl/maps/cyNtLAMbgfB5Bhpj8
d1  	men  	Pac-12   	AZ	Tucson             	UofA         	University of Arizona                                     	https://arizonawildcats.com/sports/mens-tennis	ArizonaMTennis	arizonatennis	ArizonaMensTennis	https://goo.gl/maps/1CdLVdbZKGQA69y77
d1  	men  	Pac-12   	AZ	Tempe              	ASU          	Arizona State University                                  	https://thesundevils.com/sports/mens-tennis	SunDevilMTennis	sundevilmtennis	sundevilmtennis	https://goo.gl/maps/VKWF4dWgEcYcPAnSA
d1  	men  	Pac-12   	CA	Berkeley           	Cal          	University of California, Berkeley                        	https://calbears.com/sports/mens-tennis	CalMensTennis	calmenstennis	CalMensTennis	https://goo.gl/maps/V1VYhQh6o1CcXDzs6
d1  	men  	Pac-12   	OR	Eugene             	UO           	University of Oregon                                      	https://goducks.com/sports/mens-tennis	OregonMTennis	oregonmtennis	goducks	https://goo.gl/maps/CB44DXHHrzxJxHsV7
d1  	men  	Pac-12   	CA	Stanford           	SU           	Stanford University                                       	https://gostanford.com/sports/mens-tennis	StanfordTennis	stanfordmenstennis	StanfordMensTennis	https://goo.gl/maps/DqgbwYS1y5srV92N9
d1  	men  	Pac-12   	CA	Los Angeles        	UCLA         	University of California, Los Angeles                     	https://uclabruins.com/sports/mens-tennis	uclatennis	uclamtennis	UCLAMensTennis	https://goo.gl/maps/ATCbepigAr6hGNpRA
d1  	men  	Pac-12   	CA	Los Angeles        	USC          	University of Southern California                         	https://usctrojans.com/sports/mens-tennis	USCMensTennis	uscmenstennis	USCMensTennis	https://goo.gl/maps/YxNZXiQwnwUkhD5f8
d1  	men  	Pac-12   	UT	Salt Lake City     	The U        	University of Utah                                        	https://utahutes.com/sports/mens-tennis	UtahTennis	utahtennis	utahmenstennis	https://goo.gl/maps/cvMZ2JcH6ewDqx9p7
d1  	men  	Pac-12   	WA	Seattle            	UW           	University of Washington                                  	https://gohuskies.com/sports/mens-tennis	UW_MTennis	uw_mtennis	UWMensTennis	https://goo.gl/maps/nw2WQfDtpxQQXBcN8
d1  	men  	         	NY	West Point         	Army         	United States Military Academy                            	https://goarmywestpoint.com/sports/mens-tennis	ArmyWP_MTennis	goarmywestpoint	WestPointMensTennis	https://goo.gl/maps/nbfM25GkmKCE2CNA7
d1  	men  	         	MA	Boston             	BU           	Boston University                                         	https://goterriers.com/sports/mens-tennis	TerrierTennis	terriertennis	TerrierTennis	https://goo.gl/maps/Lno5uszTfCAMbH9d8
d1  	men  	         	PA	Lewisburg          	BU           	Bucknell University                                       	https://bucknellbison.com/sports/mens-tennis	Bucknell_MTEN	bucknellmenstennis	Bucknellmenstennis	https://goo.gl/maps/Yq9V9xo67zaU7PFz8
d1  	men  	         	NY	Hamilton           	CU           	Colgate University                                        	https://gocolgateraiders.com/sports/mens-tennis	ColgateTennis	colgatemwtennis	ColgateAthletics	https://goo.gl/maps/paNaF2gzQ2gDzDiS6
d1  	men  	         	MA	Worcester          	CHC          	College of the Holy Cross                                 	https://goholycross.com/sports/mens-tennis	HCrossMTennis	hcrossmtennis	Holy-Cross-Mens-Tennis-721111644900441	https://goo.gl/maps/kDbf2DMTq7Mwjvp6A
d1  	men  	         	PA	Easton             	LC           	Lafayette College                                         	https://goleopards.com/sports/mens-tennis	LafColTennis	lafayettemenstennis	LafColTennis	https://goo.gl/maps/rLVTtQ9k67DvANoH7
d1  	men  	         	PA	Betlehem           	LU           	Lehigh University                                         	https://lehighsports.com/sports/mens-tennis	LehighTennis	lehighmenstennis	LehighTennis	https://goo.gl/maps/PED5BdJRZWd1XZ4j8
d1  	men  	         	MD	Baltimore          	LUM          	Loyola University Maryland                                	https://loyolagreyhounds.com/sports/mens-tennis	houndtennis	loyolamten	loyolahounds	https://goo.gl/maps/hQyJCCqDZaRAAH3R6
