---
season: 2021-22
division: d1
gender: women
description: schedule/scoreboard from conference websites
duals: 2411
---
source	id	date	time	timeZone	gender	team	at	opponent	outcome	score	neutral	conference	links	rank	oppRank
  SWAC	 37915	2022-03-06	    TBA	CT 	W	ALCN 	at	NWSU 	 	   	 	 			
  MAAC	 74834	2022-03-06	    TBA	ET 	W	BRY  	at	FAIR 	 	   	 	 			
   SCn	106279	2022-03-06	    TBA	   	W	CHAT 	at	UTM  	 	   	 	 			
  SWAC	 37962	2022-03-06	    TBA	ET 	W	FLA&M	at	KENN 	 	   	 	 			
  MAAC	 72388	2022-03-06	    TBA	ET 	W	SIEN 	at	SBU  	 	   	 	 			
  Ptrt	116481	2022-03-06	    TBA	ET 	W	SJU  	at	LEH  	 	   	 	 			
 Amrcn	 36757	2022-03-06	       	   	W	TEM  	at	KEISR	 	   	 	 			
  Bg12	155174	2022-03-06	    TBA	CT 	W	UCSB 	at	TCU  	 	   	 	 			
 Amrcn	 36214	2022-03-06	       	   	W	WICH 	at	ABCHR	 	   	 	 			
 BgSky	 48654	2022-03-06	 7:00am	PT 	W	IDHO 	vs	PRST 	 	   	N	 			
  Bg12	155265	2022-03-06	 8:00am	ET 	W	DEL  	at	WVU  	 	   	 	 			
    MW	 68717	2022-03-06	 9:00am	   	W	CSU  	at	GCU  	 	   	 	 			
 C-USA	 66622	2022-03-06	 9:00am	ET 	W	MSU  	at	MRSH 	 	   	 	 			
   ACC	 75869	2022-03-06	10:00am	ET 	W	GT   	at	BC   	 	   	 	 			
 BgSky	 48510	2022-03-06	10:00am	PT 	W	MONT 	at	IDAHO	 	   	 	C			
 BgSky	 48487	2022-03-06	10:00am	PT 	W	MTST 	at	EWU  	 	   	 	C			
    MW	 68715	2022-03-06	10:00am	   	W	PORT 	at	UNLV 	 	   	 	 			
Sthlnd	 41191	2022-03-06	11:00am	CT 	W	ALCN 	at	NWSU 	 	   	 	 			
   ACC	 75871	2022-03-06	11:00am	ET 	W	CLEM 	at	SYR  	 	   	 	C			
 SnBlt	 36288	2022-03-06	11:00am	ET 	W	FLA&M	at	GAST 	 	   	 	 			
  MEAC	 61495	2022-03-06	11:00am	ET 	W	HOW  	at	GMU  	 	   	 	 			
  Bg12	155077	2022-03-06	11:00am	CT 	W	ISU  	at	W&M  	 	   	 	 			
  Bg12	155211	2022-03-06	11:00am	CT 	W	TEX  	at	UCF  	 	   	 	 			
 C-USA	 66720	2022-03-06	11:00am	CT 	W	UNT  	at	BAY  	 	   	 	 			
  SWAC	 37891	2022-03-06	11:00am	CT 	W	USM  	at	ALST 	 	   	 	 			
   ACC	 75873	2022-03-06	11:00am	ET 	W	VT   	at	DUKE 	 	   	 	C			
 BgSky	 48670	2022-03-06	11:00am	MT 	W	WEBER	at	UCI  	 	   	 	 			
   ACC	 75875	2022-03-06	12:00pm	ET 	W	FSU  	at	WAKE 	 	   	 	C			
 C-USA	 66748	2022-03-06	12:00pm	ET 	W	HARV 	at	ODU  	 	   	 	 			
  Bg12	155108	2022-03-06	12:00pm	CT 	W	ILL  	at	OKLA 	 	   	 	 			
   ACC	 76057	2022-03-06	12:00pm	ET 	W	MIA  	at	NCST 	 	   	 	C			
  Hrzn	 38854	2022-03-06	12:00pm	CT 	W	MILW 	at	N IA 	 	   	 	 			
   ACC	 75877	2022-03-06	12:00pm	ET 	W	ND   	at	LOU  	 	   	 	C			
  Bg12	156128	2022-03-06	12:00pm	   	W	NW   	at	KAN  	 	   	 	 			
   Ivy	 55100	2022-03-06	12:00pm	ET 	W	PENN 	at	PSU  	 	   	 	 			
 Amrcn	 36055	2022-03-06	12:00pm	   	W	TEX  	at	UCF  	 	   	 	 			
  MEAC	 61959	2022-03-06	12:00pm	   	W	WCU  	at	NCCU 	 	   	 	 			
   SCn	106061	2022-03-06	12:00pm	   	W	WCU  	at	NCCU 	 	   	 	 			
 C-USA	 66909	2022-03-06	 1:00pm	CT 	W	BEL  	at	WKU  	 	   	 	 			
   OVC	 32835	2022-03-06	 1:00pm	   	W	BEL  	at	WKU  	 	   	 	 			
  Ptrt	116433	2022-03-06	 1:00pm	ET 	W	BUCK 	at	TOW  	 	   	 	 			
   OVC	 32746	2022-03-06	 1:00pm	CT 	W	CHAT 	at	UTM  	 	   	 	 			
 BgSth	 94589	2022-03-06	 1:00pm	ET 	W	DAV  	at	GWEBB	 	   	 	 			
  Ptrt	116462	2022-03-06	 1:00pm	ET 	W	DSU  	at	LAF  	 	   	 	 			
    MW	 68716	2022-03-06	 1:00pm	   	W	FRES 	at	CSUN 	 	   	 	 			
   Ivy	 55079	2022-03-06	 1:00pm	ET 	W	HARV 	at	ODU  	 	   	 	 			
  MAAC	 74886	2022-03-06	 1:00pm	ET 	W	QUIN 	at	NJIT 	 	   	 	 			
 C-USA	 66773	2022-03-06	 1:00pm	CT 	W	RICE 	at	SHSU 	 	   	 	 			
  Bg12	155247	2022-03-06	 1:00pm	CT 	W	TTU  	at	SMU  	 	   	 	 			
  SWAC	 37890	2022-03-06	 1:30pm	CT 	W	ALST 	at	GAST 	 	   	 	 			
 C-USA	 66671	2022-03-06	 1:30pm	CT 	W	MTSU 	at	DEP  	 	   	 	 			
Sthlnd	 41225	2022-03-06	 2:00pm	CT 	W	NICH 	at	LAMAR	 	   	 	 			
 BgSth	 94708	2022-03-06	 2:00pm	ET 	W	RAD  	at	WOF  	 	   	 	 			
   SCn	106078	2022-03-06	 2:00pm	   	W	RAD  	at	WOF  	 	   	 	 			
 Amrcn	 36146	2022-03-06	 2:00pm	   	W	TTU  	at	SMU  	 	   	 	 			
  SWAC	 37868	2022-03-06	 2:00pm	CT 	W	UNA  	at	ALA&M	 	   	 	 			
   ACC	 75879	2022-03-06	 2:00pm	ET 	W	UVA  	at	UNC  	 	   	 	C	[Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc)		
  Bg12	155049	2022-03-06	 5:00pm	CT 	W	ABCHR	at	BAY  	 	   	 	 			
   ACC	 76058	2022-03-06	 5:00pm	ET 	W	ELON 	at	NCST 	 	   	 	 			
 Amrcn	 36029	2022-03-06	 5:00pm	   	W	MURR 	at	CIN  	 	   	 	 			
   OVC	 32861	2022-03-06	 5:00pm	   	W	MURR 	at	CIN  	 	   	 	 			
  Bg12	155048	2022-03-06	 5:00pm	CT 	W	UNT  	at	BAY  	 	   	 	 			
    MW	 68718	2022-03-06	 5:30pm	   	W	CSU  	at	ARIZ 	 	   	 	 			
  Ptrt	116371	2022-03-07	    TBA	ET 	W	ARMY 	vs	CSLB 	 	   	N	 			
 Amrcn	 36215	2022-03-07	       	   	W	WICH 	at	UTA  	 	   	 	 			
 BgSth	 94601	2022-03-07	10:00am	ET 	W	CHSO 	at	HAMP 	 	   	 	C			
  MEAC	 61960	2022-03-07	 1:00pm	   	W	VSU  	at	NCCU 	 	   	 	 			
   Ivy	 55128	2022-03-07	 2:00pm	ET 	W	PRIN 	at	SDSU 	 	   	 	 			
    MW	 68719	2022-03-07	 2:00pm	   	W	PRIN 	at	SDSU 	 	   	 	 			
 SnBlt	 37429	2022-03-07	 2:00pm	CT 	W	WICH 	at	UTA  	 	   	 	 			
   SCn	106039	2022-03-08	    TBA	   	W	APP  	vs	SAM  	 	   	N	 			
  Ptrt	116404	2022-03-08	    TBA	ET 	W	BU   	at	FIU  	 	   	 	 			
 C-USA	 66596	2022-03-08	    TBA	ET 	W	BUTL 	at	FAU  	 	   	 	 			
 BgSth	 94548	2022-03-08	    TBA	ET 	W	CAMP 	vs	RICH 	 	   	N	 			
   SCn	105902	2022-03-08	    TBA	   	W	LIP  	at	ETSU 	 	   	 	 	[Live Stats](http://stats.statbroadcast.com/broadcast/?id=382267)		
 BgSth	 94709	2022-03-08	    TBA	ET 	W	RAD  	vs	SHU  	 	   	N	 			
 BgSth	 94710	2022-03-08	    TBA	ET 	W	RAD  	vs	SIUE 	 	   	N	 			
   OVC	 32708	2022-03-08	    TBA	CT 	W	RAD  	vs	SIUE 	 	   	N	 			
 C-USA	 66559	2022-03-08	11:00am	ET 	W	BU   	at	FIU  	 	   	 	 			
  SWAC	 37937	2022-03-08	11:00am	ET 	W	WMU  	at	BCOOK	 	   	 	 			
 Amrcn	 36075	2022-03-08	12:00pm	   	W	ECAR 	at	GW   	 	   	 	 			
 BgSky	 48680	2022-03-08	12:00pm	MT 	W	WEBER	at	USD  	 	   	 	 			
 BgSth	 94652	2022-03-08	 1:00pm	ET 	W	NCAT 	at	LRC  	 	   	 	 			
  SWAC	 37992	2022-03-08	 1:00pm	CT 	W	NCCU 	at	JKST 	 	   	 	 			
   OVC	 32650	2022-03-08	 1:00pm	CT 	W	PEAY 	at	UWF  	 	   	 	 			
   Ivy	 55132	2022-03-08	 1:00pm	ET 	W	PRIN 	at	USD  	 	   	 	 			
  MAAC	 74884	2022-03-08	 1:00pm	ET 	W	QUIN 	at	UCONN	 	   	 	 			
   ACC	 76059	2022-03-08	 2:00pm	ET 	W	WAKE 	at	NCST 	 	   	 	C			
  Ptrt	116413	2022-03-09	    TBA	ET 	W	BU   	vs	DUQ  	 	   	N	 			
 BgSth	 94527	2022-03-09	    TBA	ET 	W	CAMP 	at	CoC  	 	   	 	 			
    MW	 68720	2022-03-09	    TBA	   	W	CSUN 	at	USU  	 	   	 	 			
 BgSth	 94735	2022-03-09	    TBA	ET 	W	UNCA 	at	WOF  	 	   	 	 			
 Amrcn	 36123	2022-03-09	       	   	W	VCU  	at	USF  	 	   	 	 			
  Bg12	155277	2022-03-09	 9:00am	ET 	W	MSU  	at	WVU  	 	   	 	 			
 BgSth	 94567	2022-03-09	10:00am	ET 	W	MER  	at	CHSO 	 	   	 	 			
   SCn	105983	2022-03-09	10:00am	   	W	MER  	at	CHSO 	 	   	 	 			
  Hrzn	 38893	2022-03-09	11:00am	CT 	W	UIC  	at	CHIC 	 	   	 	 			
   SCn	106018	2022-03-09	11:00am	   	W	UNCG 	at	STET 	 	   	 	 			
 Amrcn	 36076	2022-03-09	12:00pm	   	W	ECAR 	at	MD   	 	   	 	 			
 BgSth	 94629	2022-03-09	 1:00pm	ET 	W	LU   	at	NORF 	 	   	 	 			
  MEAC	 61973	2022-03-09	 1:00pm	   	W	LU   	at	NORF 	 	   	 	 			
 C-USA	 66657	2022-03-09	 2:00pm	CT 	W	MTSU 	at	TULN 	 	   	 	 			
  SWAC	 38001	2022-03-09	 2:00pm	CT 	W	MVSU 	vs	UNA  	 	   	N	 			
   SCn	106079	2022-03-09	 2:00pm	   	W	UNCA 	at	WOF  	 	   	 	 			
 SnBlt	 36316	2022-03-09	 2:00pm	CT 	W	UTA  	at	TX ST	 	   	 	 			
 Amrcn	 36174	2022-03-09	 3:00pm	   	W	MTSU 	at	TULN 	 	   	 	 			
  Hrzn	 39245	2022-03-09	 4:30pm	   	W	YSU  	at	CSUF 	 	   	 	 			
  Ptrt	116373	2022-03-10	    TBA	ET 	W	ARMY 	at	HAW  	 	   	 	 			
 C-USA	 66885	2022-03-10	All Day	CT 	W	GONZ 	at	UTSA 	 	   	 	 			
 BgSth	 94711	2022-03-10	    TBA	ET 	W	HALL 	vs	RAD  	 	   	N	 			
 C-USA	 66750	2022-03-10	    TBA	ET 	W	NORF 	at	ODU  	 	   	 	 			
   OVC	 32709	2022-03-10	    TBA	CT 	W	SHU  	vs	SIUE 	 	   	N	 			
  Bg12	155161	2022-03-10	    TBA	CT 	W	TCU  	at	BAY  	 	   	 	C			
 C-USA	 66749	2022-03-10	 9:00am	ET 	W	KENN 	at	ODU  	 	   	 	 			
   SCn	106040	2022-03-10	10:00am	   	W	SAM  	at	CoC  	 	   	 	 			
 C-USA	 66567	2022-03-10	11:00am	ET 	W	BUTL 	at	FIU  	 	   	 	 			
  SWAC	 37869	2022-03-10	 2:00pm	CT 	W	ALA&M	at	MVSU 	 	   	 	C			
  SWAC	 37899	2022-03-10	 2:00pm	CT 	W	BCOOK	at	ALST 	 	   	 	C			
 BgSth	 94680	2022-03-10	 2:00pm	ET 	W	GWEBB	at	PRES 	 	   	 	C			
   SCn	106019	2022-03-10	 3:00pm	   	W	UNCG 	at	ROL  	 	   	 	 			
  MEAC	 61974	2022-03-10	 5:00pm	   	W	NORF 	at	ODU  	 	   	 	 			
  Hrzn	 39246	2022-03-10	 5:00pm	   	W	YSU  	at	CSUN 	 	   	 	 			
  SWAC	 37916	2022-03-11	    TBA	CT 	W	ALCN 	vs	GRAM 	 	   	N	C			
  SWAC	 37984	2022-03-11	    TBA	CT 	W	BCOOK	vs	JKST 	 	   	N	C			
  SWAC	 37870	2022-03-11	    TBA	CT 	W	FLA&M	at	ALA&M	 	   	 	 			
  Bg12	155109	2022-03-11	    TBA	CT 	W	KAN  	at	OKLA 	 	   	 	C			
 BgSky	 48700	2022-03-11	    TBA	   	W	SACST	at	SF   	 	   	 	 			
 BgSth	 94736	2022-03-11	    TBA	ET 	W	UNCA 	at	UNCW 	 	   	 	 			
 Amrcn	 36124	2022-03-11	       	   	W	USF  	at	MTSU 	 	   	 	 			
  SWAC	 38006	2022-03-11	 9:00am	CT 	W	MVSU 	vs	SOU  	 	   	N	C			
 BgSth	 94712	2022-03-11	 9:30am	ET 	W	PROV 	vs	RAD  	 	   	N	 			
 C-USA	 66595	2022-03-11	 9:30am	ET 	W	VCU  	at	FAU  	 	   	 	 			
 C-USA	 66721	2022-03-11	10:00am	CT 	W	CHAR 	at	UNT  	 	   	 	C			
 BgSky	 48643	2022-03-11	10:00am	PT 	W	MTST 	at	PRST 	 	   	 	C			
  MAAC	 74854	2022-03-11	11:00am	ET 	W	NIA  	at	SBU  	 	   	 	 			
 BgSky	 48545	2022-03-11	12:00pm	MT 	W	AFA  	at	IDST 	 	   	 	 			
  MAAC	 74835	2022-03-11	12:00pm	ET 	W	FAIR 	at	SJU  	 	   	 	 			
 C-USA	 66642	2022-03-11	12:00pm	CT 	W	MTSU 	vs	USF  	 	   	N	 			
  Bg12	155050	2022-03-11	12:00pm	CT 	W	TCU  	at	BAY  	 	   	 	C			
 Amrcn	 36077	2022-03-11	 1:00pm	   	W	PSU  	at	ECAR 	 	   	 	 			
   OVC	 32836	2022-03-11	 2:00pm	   	W	BELL 	at	BEL  	 	   	 	 			
  MEAC	 61961	2022-03-11	 2:00pm	   	W	NCCU 	at	ELON 	 	   	 	 			
  SWAC	 37892	2022-03-11	 2:00pm	CT 	W	PVA&M	at	ALST 	 	   	 	C			
   OVC	 32651	2022-03-11	 2:00pm	CT 	W	UNA  	at	PEAY 	 	   	 	 			
   Ivy	 54997	2022-03-11	 3:00pm	ET 	W	BUFF 	at	COR  	 	   	 	 			
 BgSth	 94602	2022-03-11	 3:00pm	ET 	W	HAMP 	at	NORF 	 	   	 	 			
  MEAC	 61975	2022-03-11	 3:00pm	   	W	HAMP 	at	NORF 	 	   	 	 			
   ACC	 75897	2022-03-11	 3:00pm	   	W	LOU  	at	GT   	 	   	 	C			
   ACC	 75895	2022-03-11	 3:00pm	   	W	ND   	at	CLEM 	 	   	 	C			
   Ivy	 55109	2022-03-11	 3:00pm	ET 	W	PENN 	at	UCSD 	 	   	 	 			
  Bg12	155191	2022-03-11	 3:00pm	CT 	W	TTU  	at	TEX  	 	   	 	C			
   Ivy	 54922	2022-03-11	 4:00pm	ET 	W	URI  	at	BROWN	 	   	 	 			
   ACC	 75899	2022-03-11	 5:00pm	   	W	FSU  	at	MIA  	 	   	 	C			
  Bg12	155138	2022-03-11	 5:00pm	CT 	W	KSU  	at	OKST 	 	   	 	C			
  Bg12	156069	2022-03-11	 5:00pm	CT 	W	KSU  	at	OKST 	 	   	 	C			
 Amrcn	 36758	2022-03-11	 5:00pm	   	W	TEM  	at	NAVY 	 	   	 	 			
  Ptrt	116592	2022-03-11	 5:00pm	ET 	W	TEM  	at	NAVY 	 	   	 	 			
  Hrzn	 39247	2022-03-11	 5:00pm	   	W	YSU  	at	CSLB 	 	   	 	 			
  SWAC	 37917	2022-03-12	    TBA	CT 	W	ALCN 	vs	SOU  	 	   	N	C			
  Ptrt	116403	2022-03-12	    TBA	ET 	W	BU   	at	FAU  	 	   	 	 			
 SnBlt	 36289	2022-03-12	    TBA	ET 	W	CCAR 	at	GAST 	 	   	 	C			
    MW	 68724	2022-03-12	    TBA	   	W	CSUF 	at	USU  	 	   	 	 			
  SWAC	 37985	2022-03-12	    TBA	CT 	W	FLA&M	at	JKST 	 	   	 	 			
  Ptrt	116630	2022-03-12	    TBA	ET 	W	MAR  	at	COLG 	 	   	 	 			
 Amrcn	 36147	2022-03-12	       	   	W	SMU  	at	TULSA	 	   	 	 			
  Bg12	155283	2022-03-12	 8:00am	ET 	W	TOW  	at	WVU  	 	   	 	 			
  SWAC	 37871	2022-03-12	 9:00am	CT 	W	ALA&M	at	PVA&M	 	   	 	C			
 C-USA	 66586	2022-03-12	 9:30am	ET 	W	BU   	at	FAU  	 	   	 	 			
 C-USA	 66507	2022-03-12	10:00am	ET 	W	CHAR 	vs	RICE 	 	   	N	C			
 BgSth	 94603	2022-03-12	10:00am	ET 	W	PRES 	at	HAMP 	 	   	 	C			
 SnBlt	 37383	2022-03-12	10:00am	   	W	SALA 	at	ULLAF	 	   	 	 			
 SnBlt	 36358	2022-03-12	10:00am	CT 	W	TROY 	at	ULM  	 	   	 	C			
 SnBlt	 36223	2022-03-12	10:00am	CT 	W	UTA  	at	ARST 	 	   	 	C			
   Ivy	 54998	2022-03-12	11:00am	ET 	W	BING 	at	COR  	 	   	 	 			
   Ivy	 54985	2022-03-12	11:00am	ET 	W	CLMB 	at	MSU  	 	   	 	 			
   SCn	106062	2022-03-12	11:00am	   	W	LMRC 	at	WCU  	 	   	 	 			
 C-USA	 66692	2022-03-12	11:00am	CT 	W	LT   	at	NICH 	 	   	 	 			
  Bg12	155078	2022-03-12	11:00am	CT 	W	MIZZ 	at	ISU  	 	   	 	 			
Sthlnd	 41170	2022-03-12	11:00am	CT 	W	NWSU 	at	SELU 	 	   	 	C			
 SnBlt	 36333	2022-03-12	12:00pm	CT 	W	GONZ 	at	TX ST	 	   	 	 			
Sthlnd	 41159	2022-03-12	12:00pm	CT 	W	IWORD	at	A&MCC	 	   	 	C			
Sthlnd	 41271	2022-03-12	12:00pm	CT 	W	MCN T	at	UNO  	 	   	 	C			
Sthlnd	 41255	2022-03-12	12:00pm	CT 	W	MCN T	at	UNO  	 	   	 	C			
    MW	 68722	2022-03-12	12:00pm	   	W	PENN 	at	SDSU 	 	   	 	 			
 C-USA	 66722	2022-03-12	12:00pm	CT 	W	RICE 	at	UNT  	 	   	 	 			
 Amrcn	 36030	2022-03-12	 1:00pm	   	W	BELL 	at	CIN  	 	   	 	 			
   SCn	106280	2022-03-12	 1:00pm	   	W	CHAT 	at	PEAY 	 	   	 	 			
 BgSth	 94529	2022-03-12	 1:00pm	ET 	W	CHSO 	at	CAMP 	 	   	 	C			
   OVC	 32684	2022-03-12	 1:00pm	CT 	W	DEPW 	at	EIU  	 	   	 	 			
  MEAC	 61465	2022-03-12	 1:00pm	ET 	W	DSU  	at	COPP 	 	   	 	C			
   SCn	105991	2022-03-12	 1:00pm	   	W	LIP  	at	MER  	 	   	 	 			
Sthlnd	 41236	2022-03-12	 1:00pm	CT 	W	LT   	at	NICH 	 	   	 	 			
  Hrzn	 38847	2022-03-12	 1:00pm	CT 	W	MILW 	at	CHIC 	 	   	 	 			
 C-USA	 66910	2022-03-12	 1:00pm	CT 	W	MURR 	at	WKU  	 	   	 	 			
 BgSth	 94653	2022-03-12	 1:00pm	ET 	W	NCAT 	at	NCCU 	 	   	 	 			
  MEAC	 61962	2022-03-12	 1:00pm	   	W	NCAT 	at	NCCU 	 	   	 	 			
 C-USA	 66859	2022-03-12	 1:00pm	MT 	W	PAC  	at	UTEP 	 	   	 	 			
 Amrcn	 36125	2022-03-12	 1:00pm	   	W	USF  	at	TULN 	 	   	 	 			
   SCn	105903	2022-03-12	 1:00pm	   	W	WOF  	at	ETSU 	 	   	 	C	[Live Stats](http://stats.statbroadcast.com/broadcast/?id=382268)		
  SWAC	 38003	2022-03-12	 2:00pm	CT 	W	BCOOK	vs	MVSU 	 	   	N	C			
  SWAC	 37900	2022-03-12	 2:00pm	CT 	W	GRAM 	at	ALST 	 	   	 	C			
 BgSky	 48590	2022-03-12	 2:00pm	MT 	W	MTST 	at	PORT 	 	   	 	 			
    MW	 68721	2022-03-12	 2:00pm	   	W	UNM  	at	SCLAR	 	   	 	 			
  Bg12	155280	2022-03-12	 2:00pm	ET 	W	USFIL	at	WVU  	 	   	 	 			
 C-USA	 66623	2022-03-12	 3:00pm	ET 	W	MRSH 	at	MIAOH	 	   	 	 			
   Ivy	 55107	2022-03-12	 3:00pm	ET 	W	PENN 	at	SDSU 	 	   	 	 			
 BgSky	 48563	2022-03-12	 5:00pm	MT 	W	MONT 	at	GFOX 	 	   	 	 			
 Amrcn	 36031	2022-03-12	 6:00pm	   	W	HCRIN	at	CIN  	 	   	 	 			
  SWAC	 37918	2022-03-13	    TBA	CT 	W	ALA&M	vs	ALCN 	 	   	N	C			
  SWAC	 37940	2022-03-13	    TBA	ET 	W	BCOOK	vs	GRAM 	 	   	N	C			
   SCn	106281	2022-03-13	    TBA	   	W	CHAT 	at	MURR 	 	   	 	 			
  MAAC	 74836	2022-03-13	    TBA	ET 	W	FAIR 	at	CoC  	 	   	 	 			
  SWAC	 38023	2022-03-13	    TBA	CT 	W	FLA&M	at	PVA&M	 	   	 	 			
  Bg12	155143	2022-03-13	    TBA	CT 	W	KAN  	at	OKST 	 	   	 	C			
  Bg12	156070	2022-03-13	    TBA	CT 	W	KSU  	at	OKLA 	 	   	 	C			
 C-USA	 66886	2022-03-13	All Day	CT 	W	LIB  	at	UTSA 	 	   	 	 			
 BgSky	 48632	2022-03-13	    TBA	MST	W	NMSU 	at	NAU  	 	   	 	 			
   OVC	 32738	2022-03-13	    TBA	CT 	W	SE MO	at	BELL 	 	   	 	 			
  MAAC	 74900	2022-03-13	    TBA	ET 	W	SIEN 	at	FORD 	 	   	 	 			
 SnBlt	 36258	2022-03-13	 9:00am	ET 	W	CCAR 	at	GASO 	 	   	 	C			
 C-USA	 66602	2022-03-13	 9:30am	ET 	W	HOU  	at	FAU  	 	   	 	 			
 BgSky	 48644	2022-03-13	10:00am	PT 	W	MONT 	at	PRST 	 	   	 	C			
 SnBlt	 36359	2022-03-13	10:00am	CT 	W	SALA 	at	ULM  	 	   	 	C			
 SnBlt	 37443	2022-03-13	10:00am	   	W	TROY 	at	ULLAF	 	   	 	 			
 C-USA	 66801	2022-03-13	11:00am	CT 	W	MCN T	at	USM  	 	   	 	 			
Sthlnd	 41256	2022-03-13	11:00am	CT 	W	MCN T	at	USM  	 	   	 	 			
 BgSth	 94654	2022-03-13	11:00am	ET 	W	PRES 	at	NCAT 	 	   	 	C			
 Amrcn	 36100	2022-03-13	11:30am	   	W	HOU  	at	FAU  	 	   	 	 			
 C-USA	 66762	2022-03-13	12:00pm	CT 	W	CHAR 	vs	RICE 	 	   	N	 			
   OVC	 32862	2022-03-13	12:00pm	   	W	CHAT 	at	MURR 	 	   	 	 			
  Ptrt	116500	2022-03-13	12:00pm	ET 	W	CHC  	at	LOY  	 	   	 	 			
   Ivy	 54982	2022-03-13	12:00pm	ET 	W	CLMB 	at	MICH 	 	   	 	 			
  Bg12	155110	2022-03-13	12:00pm	CT 	W	KSU  	at	OKLA 	 	   	 	 			
   ACC	 75901	2022-03-13	12:00pm	   	W	LOU  	at	CLEM 	 	   	 	C			
   ACC	 75903	2022-03-13	12:00pm	   	W	ND   	at	GT   	 	   	 	C			
  Bg12	155202	2022-03-13	12:00pm	CT 	W	TCU  	at	TEX  	 	   	 	C			
 BgSth	 94591	2022-03-13	 1:00pm	ET 	W	CHSO 	at	GWEBB	 	   	 	C			
  Bg12	155051	2022-03-13	 1:00pm	CT 	W	TTU  	at	BAY  	 	   	 	C			
 BgSky	 48512	2022-03-13	 2:00pm	PT 	W	IDAHO	at	BOISE	 	   	 	 			
  MEAC	 61521	2022-03-13	 2:00pm	ET 	W	MORG 	at	ELON 	 	   	 	 			
   SCn	107049	2022-03-13	 2:00pm	   	W	SE MO	at	WCU  	 	   	 	 			
  SWAC	 37901	2022-03-13	 2:00pm	CT 	W	SOU  	at	ALST 	 	   	 	C			
    MW	 68723	2022-03-13	 3:00pm	   	W	IDAHO	at	BOISE	 	   	 	 			
  Hrzn	 38853	2022-03-13	 5:00pm	CT 	W	MILW 	at	WIWHI	 	   	 	 			
  MAAC	 74890	2022-03-13	 6:00pm	ET 	W	LIU  	at	QUIN 	 	   	 	 			
    MW	 68725	2022-03-14	    TBA	   	W	UNM  	at	SF   	 	   	 	 			
 C-USA	 66836	2022-03-14	 1:00pm	CT 	W	WKU  	at	UAB  	 	   	 	C			
    MW	 68726	2022-03-15	    TBA	   	W	CSU  	at	COLO 	 	   	 	 			
   Ivy	 55062	2022-03-15	    TBA	ET 	W	ETSU 	vs	HARV 	 	   	N	 			
   SCn	105906	2022-03-15	    TBA	   	W	ETSU 	vs	HARV 	 	   	N	 			
   Ivy	 55044	2022-03-15	    TBA	ET 	W	HARV 	vs	NAVY 	 	   	N	 			
   SCn	105992	2022-03-15	    TBA	   	W	MER  	at	JVST 	 	   	 	 			
 BgSth	 94616	2022-03-15	    TBA	ET 	W	RAD  	at	LU   	 	   	 	C			
  Hrzn	 38909	2022-03-15	11:00am	CT 	W	CSTR 	at	UIC  	 	   	 	 			
   OVC	 32652	2022-03-15	 1:00pm	CT 	W	MCK  	at	PEAY 	 	   	 	 			
 Amrcn	 36032	2022-03-15	 2:00pm	   	W	CIN  	at	UMKC 	 	   	 	 			
Sthlnd	 41363	2022-03-15	 2:00pm	CT 	W	OMAHA	at	IWORD	 	   	 	 			
 Amrcn	 36149	2022-03-15	 3:00pm	   	W	SMU  	at	TULN 	 	   	 	 			
 Amrcn	 36127	2022-03-16	       	   	W	UAB  	at	USF  	 	   	 	 			
  SWAC	 37941	2022-03-16	    TBA	ET 	W	UCONN	at	BCOOK	 	   	 	 			
  Hrzn	 39248	2022-03-16	    TBA	   	W	W ILL	at	YSU  	 	   	 	 			
 SnBlt	 37324	2022-03-16	10:00am	ET 	W	JMU  	at	CCAR 	 	   	 	 			
 C-USA	 66835	2022-03-16	10:30am	CT 	W	UAB  	at	USF  	 	   	 	 			
 BgSth	 94570	2022-03-16	12:00pm	ET 	W	ELON 	at	CHSO 	 	   	 	 			
  Bg12	155252	2022-03-16	12:00pm	CT 	W	TTU  	at	NEB  	 	   	 	 			
 C-USA	 66693	2022-03-16	12:00pm	CT 	W	UNO  	at	LT   	 	   	 	 			
Sthlnd	 41280	2022-03-16	12:00pm	CT 	W	UNO  	at	LT   	 	   	 	 			
 SnBlt	 36243	2022-03-16	12:00pm	ET 	W	URI  	at	GASO 	 	   	 	 			
 BgSth	 94661	2022-03-16	 1:00pm	ET 	W	MORG 	at	NCAT 	 	   	 	 			
  MEAC	 61522	2022-03-16	 1:00pm	ET 	W	MORG 	at	NCAT 	 	   	 	 			
 C-USA	 66912	2022-03-16	 1:00pm	CT 	W	WKU  	at	ALST 	 	   	 	 			
  SWAC	 37902	2022-03-16	 1:00pm	CT 	W	WKU  	at	ALST 	 	   	 	 			
 SnBlt	 36323	2022-03-16	 2:00pm	CT 	W	LIB  	at	TX ST	 	   	 	 			
Sthlnd	 41223	2022-03-16	 2:00pm	CT 	W	LOYNO	at	NICH 	 	   	 	 			
 C-USA	 66802	2022-03-16	 2:00pm	CT 	W	MOST 	at	USM  	 	   	 	 			
Sthlnd	 41160	2022-03-16	 2:00pm	CT 	W	NJIT 	at	A&MCC	 	   	 	C			
 Amrcn	 36078	2022-03-16	 2:00pm	   	W	W&M  	at	ECAR 	 	   	 	 			
